text,label
"`  Can anyone provide any justification for the spelling ``Middle Earth`` used throughout Wikipedia? Where in Tolkien's work is this spelling used? Everywhere I've looked he spells it ``Middle-earth`` (hyphenated, with a lowercase e). , Friday, April 12, 2002  :Since no one provided any justification, I've moved the main page. But we still need to fix the spelling in almost every Tolkien-related article. , Sunday, April 14, 2002`",0
"`just quick notes, since i don't have the time or background to write well on it...  purpose:  fund-raising vs control/social-engineering/behavior-modification  types: inheritance; custom/import/duty; reseller's; property  related/see also: bonds; notes  capital gains tax  personal property tax  business inventory tax (includes busines equipment)  import taxes vs farm subsidies  stamp duty  revenue stamp  revenue paper  imputed interest/income tax (on zero coupon bonds)  and just for humor, ``The Microsoft Tax``       thanks  WP   The phrase 'It distorts economies because it punishes productive people for being productive' in relation to progressive taxation does rather assume that people who are more productive get paid more. This does not neccesarily hold true, even if production is defined as contribution to the creation of wealth. It is certainly not true if production is defined as the creation of value.  In addition, the adjectives distort and punish seem rather emotive. It can be argued that people paying higher rate taxes have a duty to contribute to the economy and nation more than others. (such as one-nation toryism)  Interested to discuss - Ddroar  >Other purposes might include redistribution  >of income from the rich to the poor,  If the state appropriates money for the exact opposite purpose (enrichment of the rich at the expense of the poor), is it still tax money? - n8chz  ... might include ... - think it´s not necessary. `",0
"`The actual idea behind time-out is to get the parent to cool-off. They are the real problem in a confrontation. It's rare that children need to ``cool off``.  The theory behind adult time-outs is that you deprive the child of your attention. Of course, in our electronic gadget society where children hardly ever see their parents anyways, that accomplishes nothing. So as a replacement for spending time with one's child and paying attention to them most of the time, someone invented the ``child time-out`` as a form of punishment instead. This is not an acceptable trade-off and that's why child time-outs are bad. They're still better than physical abuse of course.  Ark`",0
"Done. This entry is lond, I'll see about chopping it up later.  ",0
"Note to Eclecticology: Hum, you just brought to my attention a naming conflict for two cities named Paris over at List of places and things named Paris. Are their other such conflicts within Canada? And if so are most of these between Ontario and the rest of Canada? The city naming convention was debated and worked out on the wikipedia mailing list and in several other places – it would have been nice to know of any possible systemic internal naming conflicts within Canada. Maybe this is one of the few exceptions that we can disambiguate on a case-by-case basis… What is the population of each of these Canadian Paris’? Is it at all likely that either of these will become encyclopedia articles?  ",0
"`      Gjalexei, you asked about whether there is an ``anti-editorializing`` policy here.  There is, and it's called wikipedia:neutral point of view.  It discusses at some length  the case of what we should do when writing about a subject which most of us find repugnant.  Whilst you're not likely to get too many defenders of FGM here, the need for the policy should be clearer for articles like abortion, for instance.  If something you write is edited and you're not sure why, please continue to question such edits on the talk page.  Sometimes, you'll learn more about wikipedia policy.  Sometimes, you'll find out that some other people working on here can get it flat-out wrong ) `",0
"  7.11.02 1610 - Mav: This open source encyclopedia is an awesome living example of the viral growth of living information.  Thanks again for being gentle with a newbie...   btw, at times the server seems to be v-e-r-y slow in serving pages.  Are there plans to upgrade the host?  ",0
A new classification table is at Hominid. ,0
"`]  :: When I'm angry, I can't write from the NPOV. I've let articles I care deeply about languish for over a week at a time, until I could calm down enough to conform to wikipolicy. The more important the issue, and the more ``right`` I am, the fiercer my anger. Some issues require Olympian detachment to describe properly. My hat's off to anyone who can do it. (And where's Larry when you need him? ) `",0
"`    I'm not sure if it's properly called ``fifth tuning`` or ``perfect fifth tuning`` or what, but it does exist. The octave is slightly sharper than twice the frequency, but according to the book it sounds better that way because the first overtone of a piano is itself sharp. I don't have a piano, so I've never tried it; besides, the second overtone is even sharper than the first (stiff strings do that). -`",0
"`  ===Announcement=== I have compared Helga's original version and Helga's condensed version to each other as promised.  To be fair, Helga only claimed to have condensed, and not re-written the article.  in this, she is completely correct.  The problem, however, is that this condensation in no way makes the article less of a copyright violation.  As written, there is no way that this should be included on the site, IMO.  I have included the article below, with questions and comments(in bold) that I think must be answered in order to make the article useful and not just another way of trying to prove that Copernicus was Prussian.  That said, I really think that this deserves no more than a couple of lines in the Copernicus article.  Thanks all for bearing with me and helping make this work.  Helga, plese help out by answering the questions   and perhaps even doing a bit more research  so that we can work together to make this a well-written, meaninful, article.   :Copernicus as Ermland Administrator and the Prussian Coin Reform  :Nicolaus Copernicus is today world famous as Astronomer, but at home he wore many different hats. Amongst other positions he held, he was Nicolaus Copernicus Thornensis Prussus Mathematicus, the Prussian mathematician from Thorn.   This really isn't a position, I don't think  he wasn't hired as a city mathemetician.  Also, I think there should at least be some kind of connection for new readers as to how the whole Ermeland/Thorn/Prussia thing works  it is very unhelpful to assume that the reader will know that one is a city, the other a region, the other a principality, etc...  :In the Copernicus manustript an entry from December 1603 states in partial ...Nicolai Copernick Canonici Varmiensis, in Borussia Germaniae mathematici... In what manuscript? this appears to be a random comment, and doesn't make much sense    :Besides being a church canon and administering as physician to his people, Nicolaus Copernicus worked with the other Prussian states on coin reform.  Again, reference?  What Prussian states?  What does this mean in practical terms?  :The situation in Prussia as well as in other parts of Europe in the years before, during and after the Reformation became very insecure and confused.  Copernicus died in 1543  well before the Peace of Augsburg  Although this statement is correct, I'm not sure how Copernicus the church canon, physician, astronomer, etc., fits in.    :There were cities in Prussia that fought for keeping the government of the Catholic Teutonic Knights and others, who fought to get the Papal domination out and to become Protestant. During this time the crown of Poland, held by the Lithuanian Jagiello’s, married to the imperial Habsburg's had some limited influence in the politics of Prussia. Sigismund I wanted the Prussian cities to give up their right to mint coins. The leading cities of Prussia, Thorn, Danzig and Elbing declared, never would they give up their individual city rights to mint coins. Minting coins was a right given by the emperor and giving up this right would mean loss of sovereignty .   This helps to explain something about the former, in that it sets up a Catholic-Protestent conflict.  My questions:   *What cities, if any, were ruled by the Teutonic Knights at the time  or was it all of Prussia?   *Does this have something to do with either the Second treaty of Thorn or the abdication of Albrecht of Prussia from his position as Grand Master of the Teutonic Knights?  From the other info on the site, it looks like there may have been some conflict over jurisdiction between Albrecht and his heirs and the TKs, who began to get their Grand Masters by imperial appointment (and from the impreial  read Habsburg  family) *How do the Jagiellos fit in?  Is their involvement because of their distant connection to the Habsburgs, as Helga implies?  or because (as we know from other articles) at one point, residents of the area had appealed to the Polish rulers for help in overthrowing the Teutonic Knights? *'''Could the objections of the cities mentioned not have something to do with their being members of the Hansa  a group notoriously jealous of their independence and privileges?  In answer to the much-anticipated imperial comment, viz., that the objections had  to do with an infringement of imperial right and law, I cry bullshit.  The Hansa cities regularly played off their position between the emperors and other rulers  Emperors could grant them independence from local rule, but the cities fought hard to keep the emperors from having too much control.  They, like rich bankers like the Fuggers and Welsers, used their economic sway as much as possible to influence th",0
" :: You have a valid point,, thanks... any other opinions? ",0
    Some crossword grids don't have black squares  instead some gridlines are bold.,0
"`I do not understand this sentence: ``Several authors have criticised the historical inaccuracies perpetrated upon Auschwitz [...]`` It sounds a bit like Colorless green ideas sleep furiously to me. Can an innaccuracy be perpetrated?  Perhaps some elaboration is necessary to, because we don't know what innacuracies these are.branko `",0
"  :: Thanks for your help.... I am not sure about the redirecting part, if I didn't do it right, please fix for me or instruct.  I am still unclear, but I tried my best.  Thanks for your suggestions.  ",0
"  I didn't, I simply merged it in with the entry about aphids.  There are a lot of creatures that have symbiotic relationships with ants, so that only the very most notable should be listed, except maybe on a second page.",0
"`    Sorry, it seems I walked on your feet. If you really want the move, please do it, I will no longer interfere.  BTW, to copy pages and preserve their formatting, I suggest you do this: * edit the page * copy the text in the edit form * edit the new page * paste the copied text in the edit form  To see the ingoing links you need to correct, click on ``What links here`` at the bottom of a page.   13:34 Aug 26, 2002 (PDT)`",0
"`   : At the end of the day, it's all arbitrary. The Earth rotates about an axis. One end is called ``north``, the other ``south``.  `",0
"  No, it is not the same as the Fischer clock. The Bronstein clock would already get closer, as in byo-yomi like in Bronstein but unlike Fischer one cannot 'save up' time for the next move. However, byo-yomi differs from both systems because the extra time is only received when the normal playing time has already been lost, whereas the Fischer and Bronstein systems do it from the first move on. ",0
` - Be lenient on Topory aka Piotr Parda. He is an honest guy. These images are intended for the Polish Wikipedia. I guess.  :It's completely fine if they are for the Polish Wikipedia  there is just no easy way to find this out unless people state this in their uploads. Simply saying ``Polska Wikipedia`` would be clear enough for me to take at face value. mav`,0
" ::::That's reasonable enough; I just saw the conflict on this one page and not on the rest.  I don't know details of it either, and if I had noticed the rest I probably would have been suspicious also (like Mav, below).  Also like mav, though, I probably would have noted why I reverted any changes on the article's talk page.  Best,   ",0
  I think it is 1861.  James Clerk Maxwell used a color separation method to take three b/w photos through red green and blue filters.  Examples of photos using this technique by Prokudin-Gorskii can be seen at  http://www.loc.gov/exhibits/empire/     ,0
  ok i'll come back. But i get annoyed when ppl have more power than others. - fonzy,0
     Thanks on the info on how to move a page. re:   The Walt Disney Company. [User:Christopher Mahan|Chris Mahan] 20020906,0
"  Hello there, welcome to the 'pedia! I hope you like the place and decide to stay. If you need any questions answered about the project then check out Wikipedia:Help or add a question to the Village pump. Cheers! ",0
"`  : To attempt to briefly several of Ed's questions from what I can only hope is an Eastern Orthodox Christian POV: : * Nothing ``compels`` a just God to ``enforce`` a person's separation from Him, save the principle of the person's free will. If a person chooses not to love God, or chooses a life separate from God, that amounts to the same as choosing death, since they are cutting themselves off from the ultimate source of life. Looking at the word ``perish`` in John 3:16, in Greek it is in neither active nor passive voice, but rather ``middle voice``, which means a better translation would be ``whoever does not believe in him will destroy himself``. Living in the presence of an all-loving God while rejecting that love is how some Orthodox theologians describe Hell; hence, God's love is sometimes described as a ``river of fire``. Hence both God's goodness and justice are preserved, as well as each person's free will. : * Also, Jesus did not have to die. To say that he was forced to die would imply that some external force or law is greater than God and forced God to act against His will. Eastern Orthodoxy has always rejected this notion, and rather says that Jesus chose to lay down his life in order trample down death by death. When Death tried to swallow up the the Giver of Life, Death's power was overcome. As for alternative plans, none are discussed, but that's not the same as saying that God had no choice or was compelled by something or someone else. Some Church Fathers speak of Christ triumphantly mounting the Cross like a steed. : * The Jews did not have to accept Jesus as their Messiah. He simply was their Messiah; it was not an elected office, and their choices did not change this fact, did not prevent his triumphant death or his resurrection. Many Jews did believe in him, many more did not. : Hope this helps. I'll have to look another time at whether or how any of this should affect the article, as I'm obviously coming in very late to an old discussion.  17:15 Sep 9, 2002 (UTC)`",0
"  ::: On the fringes of any nation the melting pot effect is less pronounced. The homogenisation of England did not permeate beyond the Tamar into the Cornish peninsular until the later half of the 19th century, and it is this fact that gives rise to a separate Cornish identity. In the rest of England the Celtic identity of the Britons was subsumed by the waves of Anglo-Saxon, Danish and Norman invasions, but the King on the throne of England has been the Cornish people’s overlord for some 1200 years. Even so, the Cornish language aside (of which there has not been one native speaker for 150 years), I wonder if this identity is any really any stronger that that of Yorkshire. A Yorkshireman has a distinct identity different from much of England but very few would not claim England to be the nation of their birth.  :::In the 19th century a Cockney and a Geordie meeting for the first time would have found great difficulty communicating, though they were speaking the same tongue, but both would have been sure they were living in England. England was until relatively recently a land of containing many regional identities and has only relatively recently started to become a blurry single entity. What is England and Englishness anyway? Is it drinking tea?, or eating roast beef?, or playing cricket? or a sense of fair play?, or belief in trial by jury?, or a particular sense of humour? If it is anyone of these I don’t see how the Cornish differ from the English.  :::Leaving aside these philosophical issues and returning to the realpolitik as sjc calls it the situation is clear. The Cornish nation ceased to exist some 1200 years ago and the duchy of Cornwall is irrelevant to the governmental administration of the region. It is administered by a county council fairly elected by the inhabitants many of whom are happy to call themselves English. Some are not, but some Scots nationalists dislike being called British, the fact remains that Scotland is in Britain (UK) similarly those Cornish people may dislike being called English cannot get away from the fact that as it stands Cornwall remains a county in England until a Cornish nation is re-established. Despite the aspirations of Cornish nationalists/separatists and despite the anachronistic state of affairs regarding the Duchy of Cornwall, Cornwall is currently a county in England and to fail to describe it as such is simply erroneous. It would be a misrepresentation of the facts to state otherwise.   As for the arguments regarding the specific wording of this article, as long as it continues to state that 'Cornwall is a county of Great Britain' or similar avoidance of the words 'county in England', new readers will contineu to try to correct it back to 'county in England' because rightly or wrongly, that's what everybody apart from a small minority (and as far as Wikipedia is concerned I think it's a minority of one), perceive it to be. 00:41 Sep 10, 2002 (UTC)",0
"`  : I should do that too, I agree, but I've also encountered (not today) pages with similar contents that had nothing to do with 9/11. In my ``cleaning frenzy``, I just forget to check. `",0
"`I've heard it said that Charles Darwin did not want to publish his ideas because he felt it would hurt his wife, whom he loved.  She was not an evolutionist.    That could be part of the answer. At least, so much can be read in Darwin's original autobiography, which was first published in 1887, esp. in footnotes in the chapter about the development of his own religious convictions. Another reason (also clear from his ab) might be his frequent illnesses, and his zealous drive to publish as much as possible about other biological/zoological fields of research. He was always frustrated he could not do more.Fact is he produced an enormous amount of work!. A third reason Darwin waited 19 years was that he simply was afraid of being 'prejudiced' (word quoted literally). His theory needed more time to ripen, so to speak. Anyway, maybe this is of some help. Anyone with more knowledge about it,please go ahead.   Imho the first sentence ``Contrary ...`` should only appear later. One who does not know anything about Darwin reading this page should have a short introduction as first paragraph, not a negation of something assumed to ``be publicly known``. (Yes, I am picky ;)    Framework is now in place for a good article, but a lot more work needs to be done. I'm going to get to this on and off over the next few weeks (hopefully), but anyonelse should feel free to wade in - however make sure your ``facts`` come from works in the history of biology, not from popular works as these often make sweeping generalizations about Darwin. John Lynch `",0
  Thanks for reverting recently damaged articles. ,0
"Or, they could change the school schedules to a more appropriate time without changing every clock in the country. Am I the only one who thinks daylight saving time is like trying to reduce traffic accidents by recalibrating all the speedometers to make people think they're going faster than they really are?  02:25 Sep 10, 2002 (UTC)  ",0
"  Well, Ayn Rand certainly wasn't a libertarian socialist in history.  She was a objectivist, much closer to a anarcho-capitalist in history.  So moving everybody over there isn't a complete solution, either.  Or an I understanding the issue correctly?  18:40 Sep 18, 2002 (UTC)",0
"Ed, I am tired!  Anyway, I certainly did not mean to trivialize the suffering of vicitms of racism, only to say that most scientists  racist and anti-racist  have not been persecuted the way Galileo was.  Perhaps racist scientists should be.  But even here I would qualify it  not only do I not want to put some racist scientists in the US or Canada in the same category of Joseph Mengele, I think the crucial difference is precisely the social context  we live in a society based on free debate where a few scientists can be racist and they will be challenged publically and a well-informed public can make up its mind.  In the 1930s racist scientists lived in racist societies, both here and in Germany, and their work was used to justify and promote horrible things.  But today such scientists in eitehr the US or Germany can say what they want and for the most part, thanks in part to open scientific debate, and democratic societies where there is vigorous public debate in legislatures, their work has not had the same awful effect.  SR  ",0
"`Well, I am not trying to pick a fight ) but I have NPOV issues with this article.  It reads  at the moment  like a celebration of scientific progress.  I have two problems: first, it moves too easily from science as a generic activity all people engage in, to science as a specifically Western project.  Second, although there has been progress in science in that there is some accumulation of knowledge, the history of science is rather more complicated than that.    One way to deal with this (if others find my criticisms valid) is to distinguish in the article between what we know about changes in scientific method and knowledge (from Aristotle to Bacon to Comte to Popper; from Aristotle to Darwin to Mendel to Mayr; from Aristotle to Newton to Einstein and Planck; etc, on the one hand, and various discussions over how to study and conceive of the history of science (i.e. issues in historiography and the sociology of science), on the other.  For example, I think everyone agrees that Aristotle, Newton, Einstein and Planck are real people who lived at different periods of time and made different claims about the world  but I think different people have vastly different ways of telling the story that connects these people and their claims.  I'd hope a good article on ``the history of science`` would inform me of these issues, and provide me with the different ways of understanding the movement from one period in science to another.    I am no expert on this but I really hope someone who feels very confident of their grasp of, say, Thomas Kuhn and Bruno Latour, could reorganize and develop this article in a way that takes their claims about science seriously, as well as the claims of those with opposing views.    I am glad Ed has begun this article, it can be really important and it is a needed contribution.   SR  `",0
"  I must admit, that first paragraph is oodles more interesting, but it's totally fruity. Or is it nutty? Whatever the case, it smacks of granola. (I hope you can take that with a sense of humor.)    All I want is for the article to be specific and comprehensible. BFI'm not talking about presenting lots of different points of view, I'm just saying that to describe New Age we can't use New Age language, because you get trapped in a circle of self-reference. I know that you may feel that traditional forms of language don't properly express the sense of New Age, but the trick is to start from a common foundation, then build towards the vision, not start from the vision. The rapture of instant enlightenment can't (shouldn't?) come from an encyclopedia; rather, it may complement and guide the experience.  TheCunctator  ",0
"Article says:  :A cantor, more properly known as a hazzan, has no formal role in Jewish law.  And then it says:  :Traditional Jewish law restricts hazzanim to be males over the age of 13; the non-Orthodox Jewish movements allow women over the age of 12 to be hazzans as well.  If the hazzan has no formal role in halakha, how is it that halakha sets requirements to be one?  SJK  ",0
`  Span occurs not as a separate page but as an alternate word for ``generate`` on the   Linear Algebra page under Generating a Vector Space.`,0
"  Oh, never mind.  I misread the change.  My mistake.   Egern  ",0
"    Ummm. The article uses imperial measurements, not SI ones. Some translation is apparently in order. -) Anders Törlind",0
"   Computers are used to solve game theory problems, and game theory is used to solve computer science problems (eg, AI, game playing). Thus,an overlap. No? - ",0
" :(1) I really do not want to cause anyone more work than necessary. But I can't help if someone try to suit every single article to his own fashion. You just throw out everything that does not fit to your personal view. Try to edit articles more for the reader and not for yourself. What is wrong if one sentence is not quite adequate and explicit. On the other hand I am doing my best to compose one article from the scratch and then you come and you 'ruin' almost my whole work. Who is doing fruitless work here? You're obviously to deep in the math and you can't see out anymore. Try to read one original work from an original mathematician, please. If you would have a chance, you would probably change even Gauss' work. Remember on what he had written about the estimation of the number of primes and such. :(2) I'll try to fix the table, that bothers you so much. (Just give me some time). :(3) Don't call me Rasta if you're not shure what that means or if you think I am that, if I bear similar cyber nickname, and so on ) :(4) The symbol |. Sometimes you like and sometimes you don't. For instance it is more clear if we write, once we have agreed what | means, 3 | 9, than 3 divides 9. You have once said that any symbol in fact does not have much sence in math so here we go... :(5) What is wrong with Möbius function here or elsewhere. When I make a table, it is clear after that what values are, but try to 'calculate' its values from your mind. I gave the function to depict further on the whole subject. It is pointless; there is no connection that needs to be mentioned. That is you opinion, I guess. Everything is important in math, specially in a number theory. If I wouldn't use Möbius function I wouln't be able to find those two numbers 648 and 700. I guess here μ(n) is 'more' important than other arithmetic functions. That's my opinion. Furthermore, anyone interested in the moebius function can easily find the value, since all they have to do is to count the prime factors, which are already given in the table. Yes, that is true. But many readers do not know at first what μ(n) means and shows. Simply as that. :(6) I am not your student out there somewhere so we have to work for this project. You correct me and I correct you if and only if I can. I am pretty tired of writting articles which envolve math, but I like math very much. And because you know something from the math, you can give your knowledge to others and not just fixing things all around as it is going for one math test. My teachers are mathematicians themselves. Only you change these articles so much, no one else. So I can't figure that they do not understand what is written in them. Egziabeher.  17:20 Sep 25, 2002 (UTC)",0
"`   : Just tinkered with ``LetTime``. The ``last letter of text = last letter of page name`` rule tripped me up! I agree with you, ``TheAuthors`` sounds better than plain old ``guestbook``. Have you read Rudy Rucker's  Infinity and the mind? In that he proposes a ``fractal novel`` ...  `",0
"Take a look at this article , to see that, even more than 100 years ago, regions against one another was going strong. And cities nowadays certainly are regions with their own political motivations.",0
  -  Need more on Hephaestion.,0
"  ::I disagree. I would leave it out of the introductory part, since its population (which changes every census) is not nearly as fundamental as the fact that it is in a particular state, its county seat is whatever it is, andstuff like that. Also, if Wikipedia survives till 2010, someone will have to be careful to change it in both places!  BRG  ",0
