text,label
I'm 14 and in our school we have a STEM program the fact that I'm a girl never discouraged me from applying. But I know that it discourages other girls as there are 22 kids in the program and only 6 of us are girls.,1
Posted 4 years ago and still relevant today  same event same narrative happens every 4 years.,0
She just had an emotional speech. This video was made directly after. She had been crying you know? Her speech made me cry. Listen to it.. the full speech !,0
something is wrong with her,0
@MfZ homosexuality has been documented to a part of human civilization going back thousands of years and our species has yet to collapse. im sure the statistically small number of lgbt in the world wont bring things to a halt.,0
owen eiffel Jesus said to love everyone no matter what.,1
@Idk Nan Molla But like you said it's the majority,0
@WindTheBrave I think i wrote this on the wrong comment. I understand what he meant and i agree lol,0
I am so glad that you made your toy!!! I wouldn't have extended my love for science!!! I feel like I don't fit in at school sometimes,1
Came out and fought back because of her. New and ungrateful generation has no clue what she has done for us.,1
Black lives matter is about TOLERANCE.  All lives matter is about UNITY.,0
Your thinking is right and great.,1
I played with Lego and blocks as well as dolls when I was younger. I played with you cars,1
BLM Toronto was invited to be the honored group at the parade. They chose to show up and protest it before they got on their own float and waved at people.  This is after the protested another LGBT event last week. nnCanada more than bends over backwards for people. The more they do it the more people demand of it.,0
Show me the verse.,0
It only matters when it's sexism directed towards men am I right?,0
they are rioters,0
Absolutely agree. BLM is racist.,0
This video really inspired me. I'm a computer science major and I've been in the same boat my whole life. I loved Legos as a kid but people around me really pushed gender roles,1
Juan needs to shut up. Why is he still on Fox. Sheriff Clark is awesome,0
4 years later this is still going on.  They wont show videos of cops killing anyone but black people. The media should be held accountable for all of this.,0
No they werent. And even if they were,0
Beatiful!!! It was inspiring for me,1
And the media. They are all truly responsible for the racial divide in America..,0
Jesuschrist live matters.he is under Attack from EVIL forces.!!!!,0
This president is doing stuff to help the black community.  Stop murdering long enough to listen to how he wants to help.,0
My dad ALWAYS included me on all his manly things growing up. He is my biggest supporter in pursuing my mechanical engineering degree. I started working in the industrial manufacturing industry and fell in love.,1
not butt of the day.( Ass of the day ),0
Then what are we all arguing about?nBINGO.,0
I love being pro white,0
Why not all lives matter. Does it mean Asians have to die and no one will care. Of course all lives matter.,0
64R1M nespecially bcoz of blm movement,0
All live matter obviously and that Term was set up and put out knowing the racial tension it would cause. George soros was sure of that why he funded the movement from the beginning. Its a game of the people with agendas not necessarily caring about black lives/ police brutality,0
I like her creation! Keep dreaming girl!!,1
If you believe in God and the sacrifice that was the only begotten son to be sacrificed for all of HUMANITY! nnAll lives DO MATTER! nnWhat BLM is trying to institute is; the same horrible generalization that befell the entirety of the Germanic nation,1
Is conversion therapy illegal because it often times involves physical and mental abuse or do people just ignore that?,1
@UddinNo1 hopefully it'll be Karl Marx statue,0
@Will Weathers All lives WILL matter when black lives matter.,0
Back in the old days there were no pink and blue aisles. In the 80s in my country there were few toys to choose from so the parents got what they could. Me and my sisters had a bucket full of building blocks a would play a lot creating adventures and stuff. I didn't like dolls or barbies because the joints could not be bent. We also borrowed our father's saw and files and we created stuff from twigs. Having less plastic premade stuff made us more creative,1
Creative- Maybe blacks stars exist? You don't know. We think that dark matter and black holes exist. So.................you got that going for you.,0
Stale Chip I think there’s a difference between loving a person and supporting an act. I don’t agree with homosexuality,0
This was such a heartfelt Ted talk & really hit home for me as an industrial engineer in my senior year. Especially personally this week because I have dealt my whole college life with doubters and disbelievers in my intelligence and diligence & to realize I'm not alone in feeling alone was very awakening and motivating. I'm so inspired to inspire young females to dare to challenge societal pressures and expectations and open the minds of the close minded. An engineer once asked me what it was like to be in a mans world and I replied with I'm used to it and it's not a mans world,1
Ok so before I write this comment I want to state I’m NOT RACIST and I heavily support #blacklivesmatter but this one thing needs to be addressed,0
Black are actually a privileged race. As far as I know they have more chances to best universities even though they are only 13% of the population. If America practise the equality as what Dems claims,0
what a load of bollocks,0
Why was he even still up?,0
I'm a teenage girl who wants to become an engineer. I was talking to a friend recently about why he decided that engineering wasn't for him,1
Big story erases messages by the way.,0
@Ikaika Corpus That's good. Still along way to go though.,1
Does the short haired girl have like insta or something,0
ALM - All Lives Matter,1
None of our life's matter to them.  What matters to them is keeping us divided.,0
Jimmy Pop don’t be stupid.,0
My thoughts exactly. Style is style though,0
If you say All Lives Matter,0
It's just sad that while we're growing up,0
Finally new butt of the day,0
@Baden Jones not true. There's a red talk about it actually and there's research (which produced results) about why it might happen,0
@Vanesa Second wave will happen nonetheless,0
BLM Too your life matters to me. I’m white,0
Engineering drawing has me that way too,1
For sure. i can almost guarantee this year will be taught in history classes,0
I love all people regardless of race,1
Blue Lives Matter. Black Lives Matter. Hispanic Lives Matter. Asian Lives Matter. White Lives Matter. ETC.....All Lives Matter! Defend the Police. Reduce crime. Stop resisting arrest. Stop talking back. Obey the Law. Respect the Police and anyone in Authority. Simple Rule. Criminals are like Children. You need to punish bad behaviors. Law and Order and Justice=A Civilized Society.,1
Humans coming together as one is MUCH STRONGER.,0
My parents did way better under trumps administration than Obamas,0
White people building themselves the best countries and societies in the world isn't white supremacy just because those societies were designed to benefit white people. Otherwise what is China? Yellow supremacy?,0
They tore down the statue of Saddam Hussein. Everybody thought that was the Beginning of a beautiful Iraq. Well?,0
It does but In this current day and society it seems that black lives are targeted the most,0
When people say all lives matters its derogatory to the black lives movement this movement stand for the political injustice that black people face just walking down the streets dresses in a suspicious manner. So when you say all lives matter you make it as though all lives face this same issue. Naturally all lives matter is that even a question. But the problem here is when you say all lives matter you indirectly denounce the problems faced by victims of racist police brutality by also indirectly implying that all lives face this problem,0
It’s actually none of your business.,0
The most beautiful eyes.,0
So depressing how the more rational and intellectually honest you are the more you are vilified and ostracized. Unless good men like Larry Elder and Sheriff Clark are joined by the silent majority we are doomed as a nation,0
from djibouti that was great but you had courage to achieve your aim,1
Why do I get the feeling that I am gonna find anti-religious comments? This video is just asking for toxicity.,0
Obviously you lead a boring life if you're here watching this video and you find it boring. I mean,0
The cost looks similar to something Michael Jackson wore,0
I'm studying to be a civil engineer..hope I succeed,1
Can you believe it?,0
I honestly had no idea,0
How can Black People endorse the the Democratic Party?  The Democratic Party has Oppressed and Enslaved Black People for Hundreds of years!,0
PATTYY L she is,0
Started crying early on and never stopped,0
@thomas rawls I have you idiot and you do not understand stats as it's predominantly a white country you moron. Go and look up the actual STATS that are freely available before you open your ignorant mouth.,0
My high school guidance counselor also suggested that I go into engineering,0
Democrats are behind it they fear loosing the black vote so much they create  issues to keep  black peoples voting for them.,0
Well she was fighting for us in the mainstream media when no one was,1
That or the 90s,0
alexe. Sorry if you believe that.,0
BLM - Burn Loot March,0
“that would just be uh pure mean”  so cute,1
Larry elder he the man God bless him,0
Clinically Happy it’s class not race. Do you think if George Floyd was a middle or upper class black American,0
Larry is fired up...I love this guy!,0
@Jojo Mortos yes African Americans are systematically oppressed by white Supremecy. The racist affair that is currently taking place is systematic bc the minorities which are ppl of color have no power to oppress their white superiors... But discrimination is more complex than that.nn Just like colourism,0
@EseKanayo2 threatend by who exactly?the black community suffers from mostly black on black crimes yet there's no riots about that.,0
America is the funniest thing ever existed,0
@Morso NTohvelit yes,0
Omg. Were at the exactly same state . I hope we'll get through this.,1
It is in New York know I think,0
madonna your the best!,0
@End the EU - end the Fourth ReichnOr this,0
That made me cry so hard,0
Jimmy Claypool All lives do matter and that’s not racist but in you got a point people will use all lives matter to be racist. Freedom of speech is complicated because those words are just like an illusion because the founder of America use those terms to feel free,0
I would like the kids to meet people of all LGBT+ identities. It’s be really good for them to meet Aro and Ace people.,1
Floyd was a criminal,0
Y’all need to listen to this,0
Carlos Lau M. how can you honestly say that?,0
pvz68man There is absolutely nothing wrong with LGBTQIA+ You seriously need to stfu. Because I don’t give af what a book says love is love and I don’t see how other people’s sexuality affects you. You are a small person,1
Life is a gift from GOD,0
@Lixxie me neither,0
The answer is both. Saying black lives matter is right,0
Who is dr who,0
@Double Click. BAD question!  No sense at all. What the hell is wrong with schooling today?,0
It's time to change we have to change unity make the earth/world great we're not 17st century no racism we're 21st century nunity is powerful and peaceful,1
@Jan Bittner why are you so salty Jan?,0
That much surgery to her face i hardly recognise her,0
Saying alm gaslights and undermines blm. No one is saying other lives do not matter they are simply saying black lives matter too.,0
Why is it that every 4 years this come up democrats are scum,0
crystal's outfit tho! lookin' good girl,0
It feels right to me. The statue should have been removed.,0
I'd say the same... but I'm in Zimbabwe. Not even our president wants to be in Zim! lol (please get me out of here),0
Jessica Walker that’s not what she meant.... she’s not wrong,0
Of course it's matters that all of the people have access to  apples,0
@elvis ricardo white people get killed more by police than black people. Black people aren't a majority at all,0
To answer the title of this video,0
slideshowgurl just because someone looks a certain way doesn’t mean their queer.. I’m a straight female but I love to have short hair.,0
i mean we arent generally praising them for the having slave thing. yknow?,0
Police brutality # this officer still an LAPD cops.violent continue. Share.,0
At first i thought that anna chick was cute and was gonna be nice and accepting but i was wrong,0
BLM is Marxist division- plane and simple. All Lives Matter is unity. United we stand as American's,0
The suit tells who you are.,0
My mom came out at the age of 39 6 years after she had me lmao,1
Dus Bus white privilege doesn’t exist,0
oh shes closeted big time,0
Why are all these kids smarter than me,0
@Dave S the payscale is based on certifications,0
My god i love crystal so much,0
That little boy w/ the grey shirt spoke big fax,0
Apparently no. They for if it!,0
Tapiokapuddin It just means that you don’t consider it okay but you don’t care if others do and you still accept and respect them. It’s kind of like saying you don’t agree with like a politician and what they stand for or something but you don’t hate or frown upon anyone who does. That’s all.,1
When my mom suggested to me to become a civil engineer I pictured myself this strong smart woman in suits designing beautiful constructions visiting the site and giving instructions to the workers. It sounded pretty amazing as a girl who will be doing such things. And right now I'm on the path to become an engineer but sometimes I really do feel lonely and discouraged though. These kind of talks really inspire and sharpen me a lot! Thank you so much. And what you are doing right now is so great Debbie!,1
@S. Tagerius I was really impressed with your ability to communicate the horrific implications of conversion therapy and support of the LGBT+ community.. but completely shocked and disappointed that you are advocating that abortion is killing a baby. Why is it that you think LGBT+ individuals are worthy of bodily autonomy but women aren't worthy of having autonomy over their bodies??,1
This was extremely inspiring,1
@seinfan9nYou are incorrect on all accounts. Women are not over-represented. She even stated that only 11% of the engineering workforce are female. How is that number over-represented? Only 20% graduate with the degree (only 20% even go into the field). Let's see,1
Dan Daves What’s “fact” is the absolute truth of God’s word,0
I completely understand you. This Mexican girl will keep working towards her goals though.,1
@christo 04002283nnCoronavirus would like to know your location.,0
@Ashrenneemakeup And it's insulting enough to other ethnic groups that many make it a point to actively combat the movement. If it was Black lives matter too,0
@1990m t rich history?nA history the Taliban couldn't GAF about?nYeah,0
The line “Man shall not lay with man” was incorrect. It was originally “Man shall not lay with boy”.,0
Noelle Kay Saying you don’t agree with something doesn’t mean you hate it.,0
@HermesLVDiva1976 you're dumbed down 100%,0
So true I was discouraged by men too. They arent willing to help and pick on you for not knowing stuff that they learnt by communicating with their friends.,1
The main cause of racism is the mentality of people,1
@MrCosmin94 There is a spirit world and I make the choice to stand with God.,0
​@Everything EVERYTHING!! Ironic how black people had encouraged the slave trade during it's golden ages. We will tear down Nelson Mandela's statue next if Churchill's statue is teared down as he was a communist terrorist supporting a banned African political movement. the blm have just become a fascist group at this point.,0
No their isn't Juan. Come on get real,0
You are going to hell,0
Your ancestors were thugs.,0
All life matter. That simple,1
yeah man. He looks like a wartime general who could bomb an opposing country back to the stone ages.,0
@QueenOfIndians She's always done what is daring or pushing boundaries. Any negative publicity she's every gotten has only increased her celebrity. Evidence,1
But you gotta wait until he's off duty before he can accept the offer. --[CLINK]--,0
Thank God I'm Asian because if I were white,0
Brilliant inteview.. Madonna was very sincere almost emotional.. Good job by the interviewer.,0
she changed my life,1
Why should it be illegal?,0
Corvus Corax that's great! Many girls have been teased for having interest in STEM. I am only 26 and when I was in grade school,1
It’s really stupid... my friend’s parents threatened her with conversion therapy.. her dad is a pastor and found out 2 weeks ago..,1
Unfortunately todays society is that confused,0
I’m not even gonna bother arguing cause I’ve done this all day and you people don’t learn,0
Love it! Thank You!!!,0
Sigh... So you are the problem then?,0
Why doesn't anyone talk about many more WHITE people killed by police than BLACK people!!!,0
She looks so beautiful,0
If anyone boos/feels offended when someone says Black lives matter.nnnThey are racists. Period.,0
I never thought i would but now I'm a biomedical engineer,1
The protesters (rioters) seem to favor the herd immunity strategy regarding the pandemic. No social distancing,1
Juan...is a CRUMB BUMnLIBERAL GARBAGEnYELLOW BELLY LUSH,0
All lives matter because we are all God's children!,1
Madonna is a queen. Awesome too,0
Nathanael Wade When did we ever say that? Anyone can be racist. People like you love to make excuses for George Floyd’s,0
Shrödinger Kat well that’s just absurd because God created all human beings all different colours and shapes and sizes,1
Just because he did that doesn’t mean he can get killed,0
see what is the live matter?n,0
I have always loved her and her soul. Madonna you are amazingly inspirational.,1
Someone beats my kid with a book,0
People really start to suck as they grow up. The younger kids were so sweet and accepting as opposed to the older girl who's clearly in a denial mode. About herself.,1
@Vernice Davis The BLM is simply related to politics. There is a website where you can donate to BLM,0
I grew up being taught to not make fun of any group you're not a part of. Except queer.nMy sister is lesbian,1
nothing wrong with colonialism  or empire building was a practice spanning thousands of years,0
Claire Mcfadyen No drama but How is she transgender ?,0
@SomethingTwice then she's an idiot and her morals or flawed. Or she's brainwashed.,0
If all of the horrible things happend when he was 14 and he came out of the closet when he was 13 that means he had a terrible birthday.,0
Yeah I cried through the entire video,0
Isnt it amazing this is happening in the cities where there are university's... bored students in lockdown. They have no idea of the hate amd the retribution this is going to make. There is  66 million people in britain..and they have managed to upset everyone from the damage,0
please hug that little girl 🥺🥺,1
IKR I don’t know why these people are doing this. They’re forgetting the virus.,0
GOD GAVE ME THE CHOICE TO LOVE A child is teaching us.,1
ur standard of hottest is laughable,0
The video says kids meet...but it always feels like I'm meeting a new and a unique person..,1
Keep up the good work Debbie. I always like to work with female engineers,1
@A G I understand that but I wasnt suggesting All lives matter should be the response and thats it what I am suggesting is booing all lives matter is racist and we need to recognise that or though BLM is a great thing we have to be careful not yo cause more racism and division as whatever the corr message is people take things and run with it using good things to hurt good people,1
@BJGvideos Your premise is a failure.  There is a clear difference between 'various aspects of the world' and adult subject matter.  Healthy,0
@blazekilla555 But I don't think everyone uses it in that way they're trying to say ALL lives matter meaning equality and it's nothing to do with BLM or against it it's just stand for human equality and lives,0
All this will do is push people towards the right and grow hatred towards the minority groups.,0
Sisu Guillam I know right,0
Can't wait for Karl Marx to come down next,0
BLM has been politicised and is now controlled by hard left white anarchists and supported by fools that don't realise that.,0
Qhama Mbanjwa or muslims.or catholic’s. Religious people in general,0
That sheriff took it back and is now a Democrat,0
Apple cider Vinegar I bet any doctor will tell us,0
Jesus is coming soon Amen,0
Actually if you look at pics of her from early 2000s and now,0
Kids meet a furry survivor,0
I don't know why i cried after watching this. Maybe because i feel what she felt during the times she almost give up because  of the peer pressure and perspective of other people. But i kept saying to myself that i am worthy of being successful engineer. Truly this makes me more appreciate what girls can do.,1
@Shannen_xo Whatever makes you happy crISps,0
That quote is so lovely,0
I am anxious to see if my 10 year old daughter will watch this with me! STEM toys are her favorite,1
I don’t think homosexuality is something you can or cannot agree with. It’s like saying “I don’t agree with oxygen”. It’s just a thing that exists in the world. You can’t deny it or get rid of it. It’s not good or bad,1
I don't give scrap who hate for me .... ALL LIVES MATTER regardless of race,1
We're all pink on the inside.,0
no you should rather  make the liberals happy by giving them what they want,0
With so many people thinking that they are God's. If that were true than why don't they see that God looks at everyone with pure love and he filled our world with wonders that all people need to experience like the healing power's of all he created. If all lives matter than we will all prosper as it should be. When only one race matters it is doomed to fail because to actually be a true success all lives unite to combat what's wrong.,1
This video really made me cry.,0
If you cant keep your own in-house clean,0
She looks vulnerable or is that more concious?,0
All lives matter! Stop dividing people by skin color!,1
WHAT ABOUT NATIVE AMERICAN LIVES??? THEY ARE NOT EVEN MENTIONED???? AND THEY WERE HERE FIRST!! BEFORE BLACK,0
@Damian Vigorito and I bet you believe the Earth is flat too. Gonna vote for Trump again in 2020? Loser,0
These people do not even know who this guy was!!!,0
@JDOT 88 no one should vandalise a  statue by a movement that has no aim and no end they have lost their way and Will begin to  distroy the country.,0
And yet this all started because of a game of legal chess. George floyd is the whole reason why BLM came out  and yet he's long been forgotten with all the chaos and destruction those same people has caused. In the end they only care about skin color. nRIP Tony Timpa.,0
In Bristol museum and art gallery there's some assyrian reliefs. Next to them there is a display explaining how in Iraq ISIS destroyed historical monuments for not being in line with their beliefs.,0
I say well done! Slave traders dont deserve to be standing in the middle of the street and promoting the symbol of hate.,0
@Holden Stegall in America??!!! I thout it was illegal,0
hans kasper No one ever said white lives doesn’t matter. Why don’t white Americans start their own protest instead of trying to forcefully join and switch the agenda. In no way is it a double standard,0
Stephen Roche. if that's what you can take from this you're pretty pathetic.,0
Racism at it's best,0
DailyUpdate no but still social distancing and wearing mask should be practiced while protesting. That’s all I am asking. I know time is the essence and now is the time to stand up and protest to try and change racism. But pls everyone stay safe,1
RIP Edward Colston - HERO.  A good philanthropist and merchant in a time much harder than today.,0
All lives matter not stop being racist in this country.,1
@Jimmy Pop  Yeah I get what you're saying. There's some things I just can't get past. I honestly feel these last two album(s) she's made have been extremely dark. There's things that I've picked up where my conscious tells me 'that doesn't sound or look right.' You know? I often ask myself when listening to one her songs,0
people who have never been slaves require repentance of people who have never been slaveholders.  No no and one more time no.  I'm against,0
why did i cry watching this?,0
One-armed Bandit I pray more see the truth. Really have taken us all for idiots. Its horrendous once you know. I do not watch TV anymore and question everything I have knew as reality. Sick world we live in that is full of deception. Before I knew the truth I was wondering what is going on with all this transgender stuff. Now I am awake I can see it. Evil world we live in.,0
Lol Snoop Dogg got kicked out of Long Beach cause he dont  contribute but alot do like Master P opened up a free college in New Orleans and Eminem contributes alot to Detroit,0
I graduated as an electronics engineer in the 1970s when it was only 2% women,1
I hope they get sued into the stone age.  Thiefs.,0
Of course republicans say that..which is not true.  Its rich Republicans dont care about protests.,0
The view of broken America in full color. Our nation broke decades ago,0
I love that sheriff. Amazing guy.,0
Disgusting lefty tosser hooligans. How many people did their hero Lenin murder?,0
To be honest,0
We found a black to justify our racism so now we are right lol.....no that's not how works kids.,0
But black people have freedom and equality. They have just as much rights as any other American. If you cant see that the Democrats are using BLM for their own interests in winning the black vote then you need to do your research.,0
Exactly. You can't bring gender equality by just focusing on one gender. It's absurd.,1
if i have enough money and resources i've already done it myself.,0
@AtlantisMystic Walker #12894 It's*,0
@connie schuiling What dead bodies are you referring to?,0
These protesters have completely disregarded the feelings of the majority of the people who don’t want the statue to be removed. And when these people actually did take it down they end up throwing it in the river! Like that is the example a modern society is supposed to be taking when we are all meant to be more environmentally conscious about dumping. I hope they are able to fish it out of the river,1
Clinton has never cared about any body.,0
C10 -32 I know!! It’s so cool to be nice to everyone and be respectful!,0
What helped me was simply changing my attitude towards math,0
this is so inspirational!,1
@C J Exactly,0
@Jon Coen yeah and she is one of them.  She would get more if she was played on the radio though.,0
Noah did you watch the video??,0
Madonna its time to visit your dentist and get some teeth whitening,0
What in the hell is wrong with  everyone? Booed on stage for saying All lives matter. They can't think for themselves. Their thoughts are controlled by the media. Pathetic.,0
what does it matter if your female or male just do your job,1
This conversion-therapy is pure nonsense and is the most ridiculous and damaging trash I have ever heard of in the 21st century ! It is all too often religiously-fueled poison and can never work. One can simply never turn a homosexual into a heterosexual any more than one can attempt to turn a heterosexual into a homosexual ! Did anyone ever attempt that ? It is as if the ignorance,1
Juan is dumb as hell.,0
Noelle Kay thank you! you don't have to support it but you should at least tolerate it.,0
im so sorry but this is an illness needs some treatments god didn't create this this is a big mistake to let kids talk to them im sorry.,0
America is not a Patriarchy,1
@Adele TA Good for you! I hope those other girls will realize that their purpose in STEM is not to hang out with other girls but to actually do something with STEM.,1
The MSM have got lot to answer for.,0
@Lisa Davenport Do you think Trump will build the wall? If he does it I might be interested to come to US to see how impressive it looks🤣🤣 he does good by trying to bring back the industry. If he brings back the US colonial bases from across the globe I be a great fan of his.,0
she’s inspiring,0
I'd have to watch again,0
All lives matter ! why is Black live matter ? Why is White live matter ? Why is Yellow live matter ? All lives matter ! But do what you think its right ! Never ever mistaken between Criminals and  Heroes !,1
Sunshine littlephilly so what about wearing mixed fabrics? are you against that too,0
@Thomas Davidson 🤣🤣🤣🤣,0
this inspires me so much i have so much creativity i would love to share i love art i’m just not the best at math and i don’t want that to stop me like it didn’t stop you,1
wOuLdN't ThAt Be A sTeReOtYpE tHo?!,0
Inspiring. Although I'm a guy,1
I hate you,0
annie...we all know you want to come out too,0
Well the most homophobe ones are the ones in the closet,0
Our gaydars are all going off for that one girl rn,0
@TheLegend27 Is Alive a lot of LGBT people use these stereotypes so they can express their sexuality through fashion,0
And I had a napkin over it cause I had to protect my intellectual property was already loving this talk but this got me even more,1
My heart goes out for George Floyd daughter...,0
It's really sad & racist with what is going on... Our cities have been destroyed.... All I keep hearing is how much the small black businesses have suffered. To me it says F#@! White ppl.... I dont care if George Floyd would have been  white,0
And your conclusion is?,0
I do kind of dislike the depiction of Maui. I'm from New Zealand,0
@Ray All lives matter then you should have no problem saying black lives matter.,0
Me to the kid who doesn’t agree with homosexuality,0
@Edgy Trash Omg I watched the whole video being 100% sure she was a boy... I feel so bad now. But anyway,0
IKR SHE RLLY JUST SOUNDS LIKE A CHILD VERSION OF ELLEN- I THOUGHT SHE WAS LESBO OMGE WTFWTF,0
Funny thing is,0
Tyrone Marcus If I say the same about black people would it be wrong? Yes,0
I like this softer madonna,0
That butt though ...,0
@Floris You pathetic,0
The Black community by saying Black Lives Matter exhibits that they are Racists because all lives are created by the same GOD so there should be no diff. I fully support the call  All Lives Matter Hannity you are absolutely right in your argument. ALL LIVES MATTER and those shouting Black lives matter should be arrested because they are inciting Racial disparities without doubt,0
It would have been nice. I'm a female engineer but no work will take me in! So,1
David Clarke needs to run for President in 2024.,0
@Adorufu Hitorā Haha anime Hitler. But in all seriousness it was the anarchist communists who destroyed national monuments and memorials that got so many Germans to support Hitler.,0
I laughed more than I should have lolol,0
Boys and girls should try every type of toy so they can have a broad knowledge so they have more options when taking important decisions,1
Didn’t even watch the vid but I’ll tell you why it’s controversial to say ‘all lives matter’.nIt’s because racism is a tool used by the elite to divide the population.nSo they want the divide and this BLM group helps that divisive agenda.nOf course all lives matter,0
A queen to the LGBTQ Community!,1
Ajoaa Yebo nBut only focusing on one race doesnt fix the problem,0
All lives matter offends black supremacists who salute with their right hand and insist other ethnicities kneel before them. nnSurprised America has allowed it to go this far. Europe won’t because we can still remember the last time fascists tried to take away our rights and freedoms by imposing their narrow views onto society.nnWoke is an extremist movement which is vastly unpopular amongst the masses,0
I WANT MORE MALE ECE MAJORS,0
Collective rights is code for anarchy,0
How many female engineers are here? Hit like if you feel proud!,0
Thanks for being there when no one else  was!!!,1
